Date,Open,High,Low,Close,Adj Close,Volume
29/01/2020,13316.41992,13371.29981,13296.03027,13345,13345,67876800
30/01/2020,13186.49023,13262.17969,13118.96973,13157.12012,13157.12012,100706100
31/01/2020,13196.79981,13208.46973,12973.7002,12981.96973,12981.96973,106903800
03/02/2020,13033.16992,13077.57031,12987.53027,13045.19043,13045.19043,81389100
04/02/2020,13135.61035,13282.62988,13131.07031,13281.74023,13281.74023,80887400
05/02/2020,13224.26953,13488.58008,13223.13965,13478.33008,13478.33008,108453900
06/02/2020,13570.33008,13606.96973,13533.66016,13574.82031,13574.82031,114567900
07/02/2020,13530.76953,13551.03027,13463.98047,13513.80957,13513.80957,87036900
10/02/2020,13476,13501.74023,13445.41016,13494.03027,13494.03027,60456500
11/02/2020,13604.74023,13668.42969,13557.95996,13627.83984,13627.83984,104753500
12/02/2020,13671.15039,13758.7002,13658.15039,13749.78027,13749.78027,86733300
13/02/2020,13695.92969,13745.42969,13576.95996,13745.42969,13745.42969,92087000
14/02/2020,13756.46973,13788.50977,13728.12012,13744.20996,13744.20996,66314900
17/02/2020,13770.66992,13795.24023,13754.04004,13783.88965,13783.88965,57400100
18/02/2020,13668.94043,13731.38965,13660.4502,13681.19043,13681.19043,82088700
19/02/2020,13751.04981,13789,13710.78027,13789,13789,90192900
20/02/2020,13774.44043,13788.41016,13664,13664,13664,86435200
21/02/2020,13609.94043,13689.23047,13500.5,13579.33008,13579.33008,108765400
24/02/2020,13231.37988,13236.58008,12982.13965,13035.24023,13035.24023,165148900
25/02/2020,13132.04004,13132.04004,12778.66016,12790.49023,12790.49023,129552500
26/02/2020,12682.16016,12849.16992,12368.04981,12774.87988,12774.87988,163618900
27/02/2020,12526.59961,12593.62012,12211.62988,12367.45996,12367.45996,191240900
28/02/2020,11891.87012,12008.58984,11724.12012,11890.34961,11890.34961,274623700
02/03/2020,12030.26953,12121.59961,11624.62988,11857.87012,11857.87012,207214100
03/03/2020,12013.05957,12272.99023,11906.82031,11985.38965,11985.38965,195936600
04/03/2020,11992.58984,12199.82031,11929.24023,12127.69043,12127.69043,147845700
05/03/2020,12191.41016,12207.76953,11844.87988,11944.71973,11944.71973,148086000
06/03/2020,11694.55957,11769.84961,11447.2002,11541.87012,11541.87012,195038500
09/03/2020,10690.08008,10995.21973,10556.63965,10625.01953,10625.01953,305324300
10/03/2020,10724.98047,11032.29004,10423.90039,10475.49023,10475.49023,267400800
11/03/2020,10601.84961,10761.42969,10390.50977,10438.67969,10438.67969,216708900
12/03/2020,9863.990234,9932.55957,9139.120117,9161.129883,9161.129883,390477000
13/03/2020,9480.780273,9985.740234,9064.679688,9232.080078,9232.080078,325900900
16/03/2020,8728.480469,8967.110352,8255.650391,8742.25,8742.25,302202400
17/03/2020,9141.169922,9145.929688,8423.55957,8939.099609,8939.099609,220092600
18/03/2020,8613.349609,8670.410156,8400.179688,8441.709961,8441.709961,207558900
19/03/2020,8495.94043,8668.480469,8257.530273,8610.429688,8610.429688,205539300
20/03/2020,9080.490234,9201.070313,8838.299805,8928.950195,8928.950195,286466000
23/03/2020,8536.330078,9071.139648,8480.280273,8741.150391,8741.150391,197208600
24/03/2020,9242.05957,9700.570313,9102.169922,9700.570313,9700.570313,203840700
25/03/2020,9987.370117,10137.62012,9460.910156,9874.259766,9874.259766,204692500
26/03/2020,9621.240234,10000.95996,9526.169922,10000.95996,10000.95996,160450300
27/03/2020,9793.5,9886.179688,9541.830078,9632.519531,9632.519531,156138300
30/03/2020,9725.879883,9817.509766,9453.790039,9815.969727,9815.969727,131120200
31/03/2020,9970.790039,10096.41992,9703.879883,9935.839844,9935.839844,151505700
01/04/2020,9610.669922,9686.459961,9498.049805,9544.75,9544.75,132862200
02/04/2020,9587.450195,9650.269531,9337.019531,9570.820313,9570.820313,144225800
03/04/2020,9535.269531,9626.719727,9470.200195,9525.769531,9525.769531,116245300
06/04/2020,9889.030273,10097.30957,9841.490234,10075.16992,10075.16992,126692200
07/04/2020,10464.11035,10590.41016,10225.01953,10356.7002,10356.7002,149513100
08/04/2020,10301.55957,10340.79004,10198.21973,10332.88965,10332.88965,102430700
09/04/2020,10490.65039,10649.79004,10311.7002,10564.74023,10564.74023,134477100
14/04/2020,10733.96973,10820.16992,10658.95996,10696.55957,10696.55957,106043700
15/04/2020,10678.19043,10678.19043,10243.11035,10279.75977,10279.75977,133088500
16/04/2020,10420.25977,10438.37012,10236.24023,10301.54004,10301.54004,106131500
17/04/2020,10607.34961,10756.78027,10542.70996,10625.78027,10625.78027,143341400
20/04/2020,10704.34961,10707.30957,10444.54981,10675.90039,10675.90039,103611100
21/04/2020,10519.44043,10524.73047,10249.84961,10249.84961,10249.84961,121194400
22/04/2020,10370.25,10425.01953,10321.2002,10415.03027,10415.03027,92389500
23/04/2020,10437.37988,10608.38965,10325.11035,10513.79004,10513.79004,97907700
24/04/2020,10299.30957,10486.46973,10299.30957,10336.08984,10336.08984,120035000
27/04/2020,10551.07031,10660.36035,10523.09961,10659.99023,10659.99023,122476600
28/04/2020,10658.46973,10897.82031,10651.58008,10795.62988,10795.62988,146549900
29/04/2020,10812.74023,11125.34961,10789.51953,11107.74023,11107.74023,145350700
30/04/2020,11195.20996,11235.57031,10839.29981,10861.63965,10861.63965,162733400
04/05/2020,10543.36035,10578.42969,10426.05957,10466.79981,10466.79981,140425100
05/05/2020,10627.07031,10736.9502,10518.94043,10729.45996,10729.45996,103766700
06/05/2020,10716.50977,10773.86035,10598.90039,10606.2002,10606.2002,94905700
07/05/2020,10640.76953,10761.86035,10617.23047,10759.26953,10759.26953,102151600
08/05/2020,10882.44043,10918.32031,10819.07031,10904.48047,10904.48047,81795700
11/05/2020,10948.24023,10986.21973,10740.82031,10824.99023,10824.99023,88080900
12/05/2020,10777.74023,10886.00977,10772.58008,10819.5,10819.5,88857600
13/05/2020,10669.99023,10698.12988,10530.32031,10542.66016,10542.66016,108739000
14/05/2020,10418.04004,10474.08008,10160.88965,10337.01953,10337.01953,133623600
15/05/2020,10470.84961,10547.19043,10382.54004,10465.16992,10465.16992,116082600
18/05/2020,10683.86035,11089.5,10677.51953,11058.87012,11058.87012,118984900
19/05/2020,11200.91992,11201.17969,10936.07031,11075.29004,11075.29004,125543400
20/05/2020,11029.33008,11246.91016,10978.57031,11223.70996,11223.70996,98827200
21/05/2020,11088.12012,11194.91992,11036.91016,11065.92969,11065.92969,73570300
22/05/2020,10896.28027,11138.15039,10867.16992,11073.87012,11073.87012,86150600
25/05/2020,11186.04004,11391.28027,11118.12012,11391.28027,11391.28027,72133500
26/05/2020,11488.99023,11544.34961,11429.87988,11504.65039,11504.65039,124580900
27/05/2020,11530.2002,11747.2002,11519.76953,11657.69043,11657.69043,168966900
28/05/2020,11746.78027,11813.13965,11654.83008,11781.12988,11781.12988,124127000
29/05/2020,11649.37012,11729.98047,11575.74023,11586.84961,11586.84961,170600400
02/06/2020,11896.7002,12055.57031,11850.33984,12021.28027,12021.28027,143102700
03/06/2020,12147.12012,12507.41016,12133.7002,12487.36035,12487.36035,152036900
04/06/2020,12390.03027,12558.24023,12326.44043,12430.55957,12430.55957,138856600
05/06/2020,12565.16016,12858.79004,12560.19043,12847.67969,12847.67969,168928500
08/06/2020,12722.67969,12913.12988,12670.9502,12819.58984,12819.58984,140371700
09/06/2020,12859.83008,12864.91016,12502.4502,12617.99023,12617.99023,145984300
10/06/2020,12719.15039,12763.88965,12471.05957,12530.16016,12530.16016,112489400
11/06/2020,12223.41992,12301.9502,11970.29004,11970.29004,11970.29004,133278800
12/06/2020,11876.33984,12172.62988,11828.66016,11949.28027,11949.28027,118016300
15/06/2020,11661.36035,11968.05957,11597.82031,11911.34961,11911.34961,99879200
16/06/2020,12168.37012,12434.26953,12132.79981,12315.66016,12315.66016,122780400
17/06/2020,12312.44043,12432.23047,12288.16992,12382.13965,12382.13965,102040400
18/06/2020,12347.49023,12483.83984,12189.66992,12281.53027,12281.53027,154821700
19/06/2020,12375.17969,12447.15039,12319.19043,12330.75977,12330.75977,227975200
22/06/2020,12194.48047,12399.37012,12172.12012,12262.96973,12262.96973,91977200
23/06/2020,12360.08984,12616.12012,12332.09961,12523.75977,12523.75977,113421700
24/06/2020,12459.80957,12489.24023,12093.94043,12093.94043,12093.94043,102775200
25/06/2020,12102.25,12236.45996,11957.30957,12177.87012,12177.87012,128245800
26/06/2020,12308.48047,12347.4502,12060.88965,12089.38965,12089.38965,111965200
29/06/2020,12090.41016,12297.67969,12045.25977,12232.12012,12232.12012,121308400
30/06/2020,12287.94043,12350.34961,12188.08984,12310.92969,12310.92969,124633200
01/07/2020,12391.71973,12391.71973,12095.11035,12260.57031,12260.57031,81131500
02/07/2020,12378.79981,12658.16992,12370.71973,12608.45996,12608.45996,103857000
03/07/2020,12644.59961,12649.98047,12476.12988,12528.17969,12528.17969,54014400
06/07/2020,12774.76953,12842.58984,12655.20996,12733.4502,12733.4502,78193500
07/07/2020,12660.08984,12661.12012,12525.17969,12616.79981,12616.79981,78792300
08/07/2020,12542.58008,12670.19043,12463.21973,12494.80957,12494.80957,74362600
09/07/2020,12639.16992,12709.67969,12459.16016,12489.45996,12489.45996,76140500
10/07/2020,12442.21973,12649.99023,12416.69043,12633.70996,12633.70996,72727400
13/07/2020,12817.19043,12836.41016,12688.94043,12799.96973,12799.96973,72522700
14/07/2020,12642.23047,12697.91016,12535.90039,12697.36035,12697.36035,76739200
15/07/2020,12812.11035,12999.83984,12773.44043,12930.98047,12930.98047,78620200
16/07/2020,12857.29981,12919.23047,12805.46973,12874.96973,12874.96973,68007000
17/07/2020,12915.26953,12954.25,12870.26953,12919.61035,12919.61035,75182300
20/07/2020,12898.11035,13063.69043,12811.71973,13046.91992,13046.91992,59658600
21/07/2020,13194.92969,13313.90039,13147.29981,13171.83008,13171.83008,92171700
22/07/2020,13165.29004,13197.91992,13067.05957,13104.25,13104.25,68185200
23/07/2020,13183.5,13217.73047,13072.82031,13103.38965,13103.38965,64544500
24/07/2020,12919.30957,12935.5,12812.01953,12838.05957,12838.05957,63775500
27/07/2020,12865.75,12908.66016,12811.44043,12838.66016,12838.66016,60602800
28/07/2020,12886.23047,12936.00977,12746.45996,12835.28027,12835.28027,58126400
29/07/2020,12819.62988,12864.38965,12789.96973,12822.25977,12822.25977,70233500
30/07/2020,12762.12012,12768.70996,12253.91992,12379.65039,12379.65039,103737800
31/07/2020,12403.09961,12524.75,12313.36035,12313.36035,12313.36035,81406400
03/08/2020,12374.45996,12698.55957,12365.61035,12646.98047,12646.98047,73270900
04/08/2020,12744.12988,12768.58008,12528.07031,12600.87012,12600.87012,65605800
05/08/2020,12667.12012,12757.03027,12632.99023,12660.25,12660.25,67957000
06/08/2020,12664.54981,12799.20996,12519.84961,12591.67969,12591.67969,67702900
07/08/2020,12634.79004,12691.66016,12517.44043,12674.87988,12674.87988,57754800
10/08/2020,12729.09961,12753.12012,12605.82031,12687.53027,12687.53027,49572900
11/08/2020,12806.96973,13046.12988,12802.05957,12946.88965,12946.88965,77566500
12/08/2020,12917.33984,13101.12012,12879.11035,13058.62988,13058.62988,62437900
13/08/2020,13044.46973,13075.25,12956.29981,12993.70996,12993.70996,60055500
14/08/2020,12965.21973,12971.08008,12797.51953,12901.33984,12901.33984,54988600
17/08/2020,12924.87988,12960.83984,12847.84961,12920.66016,12920.66016,44400800
18/08/2020,12836.87012,13052.83984,12807,12881.75977,12881.75977,56723900
19/08/2020,12838.62988,12980.7002,12833.79981,12977.33008,12977.33008,52633400
20/08/2020,12829.38965,12891.13965,12755.51953,12830,12830,54738500
21/08/2020,12879.4502,12911.26953,12633.70996,12764.79981,12764.79981,71999900
24/08/2020,12945.96973,13104.30957,12924.7002,13066.54004,13066.54004,64175000
25/08/2020,13136.76953,13221.82031,13060.87012,13061.62012,13061.62012,55974200
26/08/2020,13041.83008,13192.32031,13010.53027,13190.15039,13190.15039,46701500
27/08/2020,13206.58008,13218.04981,13087.37012,13096.36035,13096.36035,53031400
28/08/2020,13140.59961,13147.24023,12951.25977,13033.2002,13033.2002,63768900
31/08/2020,13103.92969,13148.19043,12923.75977,12945.37988,12945.37988,59561900
01/09/2020,13037.2002,13127.28027,12850.29981,12974.25,12974.25,63053900
02/09/2020,13071.66016,13303.16992,13062.16992,13243.42969,13243.42969,80774100
03/09/2020,13354.71973,13460.45996,13004.83008,13057.76953,13057.76953,81698500
04/09/2020,12916.12012,13127.08008,12753.69043,12842.66016,12842.66016,94282700
07/09/2020,12931.40039,13117.61035,12920.91992,13100.28027,13100.28027,54819100
08/09/2020,13126.23047,13147.51953,12856.54981,12968.33008,12968.33008,72302300
09/09/2020,12990.51953,13257.54004,12973.45996,13237.20996,13237.20996,73655700
10/09/2020,13265.50977,13297.70996,13161.92969,13208.88965,13208.88965,56811700
11/09/2020,13198.74023,13255.46973,13117.45996,13202.83984,13202.83984,57027900
14/09/2020,13329.61035,13339.13965,13159.71973,13193.66016,13193.66016,49242800
15/09/2020,13220.80957,13262.80957,13138.2002,13217.66992,13217.66992,60478800
16/09/2020,13224.16016,13277.23047,13181.55957,13255.37012,13255.37012,62417900
17/09/2020,13060.17969,13245.87012,13035.94043,13208.12012,13208.12012,55914900
18/09/2020,13210.86035,13263.44043,13116.25,13116.25,13116.25,185861100
21/09/2020,12998.90039,12998.90039,12505.16016,12542.44043,12542.44043,119641700
22/09/2020,12629.70996,12698.12012,12592.96973,12594.38965,12594.38965,69459600
23/09/2020,12737.32031,12830.7002,12642.96973,12642.96973,12642.96973,60244800
24/09/2020,12520.46973,12684.79981,12512.5,12606.57031,12606.57031,61272100
25/09/2020,12615.91016,12622.76953,12341.58008,12469.2002,12469.2002,66129900
28/09/2020,12673.73047,12873.40039,12660.15039,12870.87012,12870.87012,72431000
29/09/2020,12817.79004,12859.13965,12738.29981,12825.82031,12825.82031,49842200
30/09/2020,12754.76953,12869.95996,12698.41992,12760.73047,12760.73047,70303900
01/10/2020,12812.08008,12836.65039,12671.23047,12730.76953,12730.76953,87114100
02/10/2020,12558.78027,12690.25,12539.86035,12689.04004,12689.04004,67297700
05/10/2020,12824.04981,12842.48047,12727.75,12828.30957,12828.30957,56734400
06/10/2020,12858.96973,12966.08984,12779.65039,12906.01953,12906.01953,60566500
07/10/2020,12901.29004,12959.01953,12837.11035,12928.57031,12928.57031,65533900
08/10/2020,13011.23047,13100.84961,12956.63965,13042.20996,13042.20996,64013400
09/10/2020,13070.04004,13096.44043,13009.98047,13051.23047,13051.23047,58947700
12/10/2020,13086.05957,13151.79981,13058.33984,13138.41016,13138.41016,48906400
13/10/2020,13132.90039,13132.90039,12959.7002,13018.99023,13018.99023,52838000
14/10/2020,13012.69043,13066.44043,12975.12012,13028.05957,13028.05957,52929600
15/10/2020,12826.12988,12839.54981,12599.82031,12703.75,12703.75,78930900
16/10/2020,12773.34961,12955.86035,12733.05957,12908.99023,12908.99023,76567800
19/10/2020,12948.62988,13028.73047,12820.25977,12854.66016,12854.66016,48577300
20/10/2020,12819.15039,12850.29004,12725.4502,12736.9502,12736.9502,61466800
21/10/2020,12764.4502,12765.04981,12545.58984,12557.63965,12557.63965,62615800
22/10/2020,12429.41016,12583.01953,12345.4502,12543.05957,12543.05957,59735400
23/10/2020,12517.98047,12718.26953,12514.99023,12645.75,12645.75,55669200
26/10/2020,12303.41016,12404.50977,12174.21973,12177.17969,12177.17969,81595500
27/10/2020,12206.41992,12223.59961,12034.79981,12063.57031,12063.57031,87405600
28/10/2020,11848.30957,11852.01953,11457.12012,11560.50977,11560.50977,137190500
29/10/2020,11631.07031,11707.42969,11458.55957,11598.07031,11598.07031,104958400
30/10/2020,11472.61035,11614.12988,11450.08008,11556.48047,11556.48047,85600400
02/11/2020,11602.91016,11838,11551.36035,11788.28027,11788.28027,78370800
03/11/2020,11858.80957,12088.98047,11851.03027,12088.98047,12088.98047,86771500
04/11/2020,11896.11035,12329.95996,11848.20996,12324.21973,12324.21973,105442100
05/11/2020,12420.87988,12591.29981,12398.58984,12568.08984,12568.08984,87078000
06/11/2020,12531.74023,12595.87012,12370.08008,12480.01953,12480.01953,80481100
09/11/2020,12713.19043,13297.04981,12670.58008,13095.96973,13095.96973,189268100
10/11/2020,13109.76953,13237.58984,13018.42969,13163.11035,13163.11035,142547600
11/11/2020,13205.9502,13244.32031,13138.75977,13216.17969,13216.17969,95527800
12/11/2020,13073.48047,13168.08984,13022.28027,13052.9502,13052.9502,82374800
13/11/2020,13036.96973,13145.48047,13004.82031,13076.71973,13076.71973,79173300
16/11/2020,13170.51953,13277.4502,13081.11035,13138.61035,13138.61035,85190200
17/11/2020,13130.54004,13151.01953,13050.41016,13133.46973,13133.46973,68587800
18/11/2020,13086.42969,13213.62988,13074.66992,13201.88965,13201.88965,67639800
19/11/2020,13101.70996,13138.13965,13034.50977,13086.16016,13086.16016,68038800
20/11/2020,13054.63965,13172.91016,13054.63965,13137.25,13137.25,70127200
23/11/2020,13215.44043,13312.41992,13126.96973,13126.96973,13126.96973,68582800
24/11/2020,13254.41992,13296.75977,13192.32031,13292.44043,13292.44043,82733000
25/11/2020,13346.76953,13346.95996,13235.82031,13289.79981,13289.79981,76832800
26/11/2020,13315.20996,13316.19043,13274.88965,13286.57031,13286.57031,42951900
27/11/2020,13280.50977,13364.16992,13272.74023,13335.67969,13335.67969,63823200
30/11/2020,13270.50977,13445.11035,13256.75977,13291.16016,13291.16016,107366400
01/12/2020,13371.66016,13434.29981,13334.99023,13382.29981,13382.29981,66675500
02/12/2020,13341.91016,13359.26953,13272.46973,13313.24023,13313.24023,63822100
03/12/2020,13304.83008,13307.54004,13223.92969,13252.86035,13252.86035,64310300
04/12/2020,13230.61035,13315.37012,13225.08008,13298.95996,13298.95996,64074800
07/12/2020,13255.78027,13289.42969,13163.25977,13271,13271,54320100
08/12/2020,13248.01953,13297.49023,13199.4502,13278.49023,13278.49023,54198400
09/12/2020,13344.13965,13454.12988,13327.87012,13340.25977,13340.25977,77308800
10/12/2020,13341.67969,13370.44043,13213.05957,13295.73047,13295.73047,68806500
11/12/2020,13255.24023,13265.61035,13009.48047,13114.29981,13114.29981,82142300
14/12/2020,13224.25977,13292.29981,13190.53027,13223.16016,13223.16016,63016100
15/12/2020,13216.49023,13374.95996,13210.15039,13362.87012,13362.87012,67265000
16/12/2020,13416.29004,13596.74023,13412.41016,13565.98047,13565.98047,77798600
17/12/2020,13691.49023,13725.83984,13649.53027,13667.25,13667.25,77206700
18/12/2020,13649.66016,13774.4502,13624.25,13630.50977,13630.50977,156772100
21/12/2020,13398.21973,13399.99023,13060.33984,13246.29981,13246.29981,98290900
22/12/2020,13311.01953,13441.58984,13310.41992,13418.11035,13418.11035,54622400
23/12/2020,13456.62988,13601.70996,13456.62988,13587.23047,13587.23047,48731200
28/12/2020,13779.04981,13818.65039,13740.20996,13790.29004,13790.29004,49250200
29/12/2020,13873.34961,13903.11035,13747.08008,13761.37988,13761.37988,43160200
30/12/2020,13750.99023,13797.08984,13717.46973,13718.78027,13718.78027,28318700
